model,fver,furl,fname,fdate,fsize,sha1,md5
DS-101,2.0.1-3,https://global.download.synology.com/download/DSM/release/Other/0371/synology_ixp420_1hd_0371.zip,synology_ixp420_1hd_0371.zip,2006-07-05 00:00:00,29819034,551988963b7fddca89b0abfbdae4c0ed0823caea,d2a6d187f06910fc4c9009a6486ffbc3
DS-101g+,2.0.3-0460,https://global.download.synology.com/download/DSM/release/Other/0460/DSM_DS-101g%2B_0460.zip,DSM_DS-101g%2B_0460.zip,2007-04-18 00:00:00,31494205,0461d0392edd94c6b3c25fd8caa0f8eaf4f12600,0d08b43a1fcdbabf5c0df52bb081ade4
DS-106,2.0-0731,https://global.download.synology.com/download/DSM/release/2.0/0731/DSM_DS-106_0731.zip,DSM_DS-106_0731.zip,2009-01-19 00:00:00,74971538,51c03effc7d49dd6b6aaf67e4e9c08788295f1e9,0f28deb8d7a3163fa6afc431d0026068
DS-106e,2.0-0731,https://global.download.synology.com/download/DSM/release/2.0/0731/DSM_DS-106e_0731.zip,DSM_DS-106e_0731.zip,2009-01-19 00:00:00,74976373,095c360ce9a3d6b816b24314f10954259bb3984f,114c34e4dfe4f3f09b992079c50fe5ee
DS109+,4.2-3256,https://global.download.synology.com/download/DSM/release/4.2/3256/DSM_DS109%2B_3256.pat,DSM_DS109%2B_3256.pat,2016-05-06 00:00:00,112588800,7d8444f8ba98456592f953bed4cf538886d0ba74,8cbd330ae38593a0e8dfbff4185c8279
DS-101j,2.0-0731,https://global.download.synology.com/download/DSM/release/2.0/0731/DSM_DS-101j_0731.zip,DSM_DS-101j_0731.zip,2009-01-19 00:00:00,43070485,6262b40b64c0d7ef9254a9fa68f56fa54b8496b5,9d2f9e32ab28281bdd15c9b171d1cd1e
DS109,4.2-3256,https://global.download.synology.com/download/DSM/release/4.2/3256/DSM_DS109_3256.pat,DSM_DS109_3256.pat,2016-05-06 00:00:00,111032320,3fa09c93886dad349e08c954f9b3e9fd0f8842de,158671e59dfa2f413eb042f69d22b4c2
DS108j,4.0-2265,https://global.download.synology.com/download/DSM/release/4.0/2265/DSM_DS108j_2265.pat,DSM_DS108j_2265.pat,2014-09-10 00:00:00,122808320,7af3a5a34e1f073a9949c0272e59b740072a3048,4d1e6100e3c65662a583079d1036b127
DS-106j,2.1-0844,https://global.download.synology.com/download/DSM/release/2.1/0844/DSM_DS-106j_0844.zip,DSM_DS-106j_0844.zip,2009-05-05 00:00:00,84552671,e7a9280d6aff42059e4809b491ee93ca03def4c9,884245c59263495348be2749429ecc71
DS109j,4.2-3256,https://global.download.synology.com/download/DSM/release/4.2/3256/DSM_DS109j_3256.pat,DSM_DS109j_3256.pat,2016-05-06 00:00:00,133857280,30217b9221b9161b9e3535a3bdd4fd2d545586cf,bf597baacb269062bde24600d8c44daa
DS107,3.1-1639,https://global.download.synology.com/download/DSM/release/3.1/1639/DSM_DS107_1639.pat,DSM_DS107_1639.pat,2014-09-10 00:00:00,157767680,7e73b754af7b27f4cc4960bca9ff065e595cbfb5,49abbd2cdde80998b305df7eb79fe5c9
DS107e,3.1-1639,https://global.download.synology.com/download/DSM/release/3.1/1639/DSM_DS107e_1639.pat,DSM_DS107e_1639.pat,2014-09-10 00:00:00,157777920,6040b1e08bef889fb249f7c3f327203f9fbb0cd2,78dcd90a01f0d073f1ec25af95d90d14
DS107+,3.1-1639,https://global.download.synology.com/download/DSM/release/3.1/1639/DSM_DS107%2B_1639.pat,DSM_DS107%2B_1639.pat,2014-09-10 00:00:00,158504960,02d7b9fa6fc41dcb91316bc56a0a58366419c8a5,70e5266dfdc6986bb0aa607260271813
DS214,6.1-15047,https://global.download.synology.com/download/DSM/release/6.1/15047/DSM_DS214_15047.pat,DSM_DS214_15047.pat,2017-02-21 00:00:00,170833920,99279f9e613371a2ff03ae6ff35b2ec907181077,08530a37457da66709999e9aa6efe183
DS214+,6.1-15047,https://global.download.synology.com/download/DSM/release/6.1/15047/DSM_DS214%2B_15047.pat,DSM_DS214%2B_15047.pat,2017-02-21 00:00:00,170854400,a0d02f8c37002edc58acca0983fb0a13fca3f25c,825ca8eb29cf2167ab6671348b4aaf25
DS216se,6.1-15047,https://global.download.synology.com/download/DSM/release/6.1/15047/DSM_DS216se_15047.pat,DSM_DS216se_15047.pat,2017-02-21 00:00:00,170311680,ed2a4c5acc9d3177a2bd7b5301d742f738806fce,d453b7868c090d3daa70385c55e2fb92
DS215+,6.1-15047,https://global.download.synology.com/download/DSM/release/6.1/15047/DSM_DS215%2B_15047.pat,DSM_DS215%2B_15047.pat,2017-02-21 00:00:00,177879040,c1001e4efe7063e99391c10350eefcc64ed0ce49,b47921e43ae0e227613f728c81dd6bd4
DS112j,6.1-15047,https://global.download.synology.com/download/DSM/release/6.1/15047/DSM_DS112j_15047.pat,DSM_DS112j_15047.pat,2017-02-21 00:00:00,179640320,2dde5a1f14582437af6f5122f10474f59ee0354b,a1d85773c1b4395a8e9416d172717869
RS214,6.1-15047,https://global.download.synology.com/download/DSM/release/6.1/15047/DSM_RS214_15047.pat,DSM_RS214_15047.pat,2017-02-21 00:00:00,170424320,bca33e584cfc9dcb3fdf76b0948ad884db71a59d,55f15155eec4406eea1dd77465a957e3
DS112+,6.1-15047,https://global.download.synology.com/download/DSM/release/6.1/15047/DSM_DS112%2B_15047.pat,DSM_DS112%2B_15047.pat,2017-02-21 00:00:00,179660800,40cc59b836d4b1e383a5851060ed63f649fced18,d4726dd95c694b1c3e6605e51b29f714
DS110+,5.2-5967,https://global.download.synology.com/download/DSM/release/5.2/5967/DSM_DS110%2B_5967.pat,DSM_DS110%2B_5967.pat,2016-04-28 00:00:00,168304640,32c06b472a2d2042b388c517785d4f69e6d5f1b5,36cc75611d8fd40179d1277512e3dfc9
DS215j,6.1-15047,https://global.download.synology.com/download/DSM/release/6.1/15047/DSM_DS215j_15047.pat,DSM_DS215j_15047.pat,2017-02-21 00:00:00,171356160,3ebcef991be38c54dcf588ff1c4fc7dfe5ce3698,46865a670ba22646fae37d9891cd734e
DS216j,6.1-15047,https://global.download.synology.com/download/DSM/release/6.1/15047/DSM_DS216j_15047.pat,DSM_DS216j_15047.pat,2017-02-21 00:00:00,189480960,ed1e5bf139e8c51fffacb54e47355c48f1aecfdd,0e2c3111fac892b453dc767e2b410e2d
DS112,6.1-15047,https://global.download.synology.com/download/DSM/release/6.1/15047/DSM_DS112_15047.pat,DSM_DS112_15047.pat,2017-02-21 00:00:00,179660800,8874dfbb4854170692c7bec73b794e4173a427bd,361246fa9590d3762d3b763a3896dd90
DS214se,6.1-15047,https://global.download.synology.com/download/DSM/release/6.1/15047/DSM_DS214se_15047.pat,DSM_DS214se_15047.pat,2017-02-21 00:00:00,170424320,21a84eefddbac9b08844fd983d8cd69fc0e12408,d88fbbb2767ea0ac3066fbaca3cce4e2
DS715,6.1-15047,https://global.download.synology.com/download/DSM/release/6.1/15047/DSM_DS715_15047.pat,DSM_DS715_15047.pat,2017-02-21 00:00:00,183541760,5a2d31382c056a69837f176a603c7b0948b60305,a938dafdc68dc4cbc1db30f9b99cc834
DS110j,5.2-5967,https://global.download.synology.com/download/DSM/release/5.2/5967/DSM_DS110j_5967.pat,DSM_DS110j_5967.pat,2016-04-28 00:00:00,168243200,16cd68be69b32d4a20508ea5ec4131e7598beedf,344b3c7daf515b709c0b4d370a7dc62a
RS212,6.1-15047,https://global.download.synology.com/download/DSM/release/6.1/15047/DSM_RS212_15047.pat,DSM_RS212_15047.pat,2017-02-21 00:00:00,180152320,eb4b329aa6c012709145531d9ae1f07ba6392881,c5620ab614cbba0ff721578b77d509c2
RS217,6.1-15047,https://global.download.synology.com/download/DSM/release/6.1/15047/DSM_RS217_15047.pat,DSM_RS217_15047.pat,2017-02-21 00:00:00,189501440,e41343589957abaa0d192986dc37dd6bb6df0830,5ecbb9a39f2a0b4c6aac7910e7edbd65
DS216,6.1-15047,https://global.download.synology.com/download/DSM/release/6.1/15047/DSM_DS216_15047.pat,DSM_DS216_15047.pat,2017-02-21 00:00:00,189491200,06bec335d3c3f9b0fc365132933e5bd801f3df65,cccace57174e10e0fcb7e40b9d5cfe74
DS716+II,6.1-15047,https://global.download.synology.com/download/DSM/release/6.1/15047/DSM_DS716%2BII_15047.pat,DSM_DS716%2BII_15047.pat,2017-02-21 00:00:00,213329920,12821711f22b8d1de5ae906232b8ef6c7cc19297,36b795532c10fd137b10785d11fb6f4f
DS214play,6.1-15047,https://global.download.synology.com/download/DSM/release/6.1/15047/DSM_DS214play_15047.pat,DSM_DS214play_15047.pat,2017-02-21 00:00:00,209960960,1318262a810f4a8ff74f83e1fc069ecf6a5af4f5,7c91b3630791a38c37a4d098dee5e04d
DS213+,6.1-15047,https://global.download.synology.com/download/DSM/release/6.1/15047/DSM_DS213%2B_15047.pat,DSM_DS213%2B_15047.pat,2017-02-21 00:00:00,182661120,f3954f5ef2aae20ff430201662dc77f30c3a16eb,4f54704f123889188dda9925e3f63914
DS111,6.1-15047,https://global.download.synology.com/download/DSM/release/6.1/15047/DSM_DS111_15047.pat,DSM_DS111_15047.pat,2017-02-21 00:00:00,179640320,3de625cca9b510a8955db39dec6125aba26b09d8,47d1a94b225c1dbe8db0886f726cfdf4
DS716+,6.1-15047,https://global.download.synology.com/download/DSM/release/6.1/15047/DSM_DS716%2B_15047.pat,DSM_DS716%2B_15047.pat,2017-02-21 00:00:00,213340160,af78ac5246187acc5c1818e583a8f85f59b4be52,77cdcfb4b8989bf69b2e9ab57b6db1d8
DS216play,6.1-15047,https://global.download.synology.com/download/DSM/release/6.1/15047/DSM_DS216play_15047.pat,DSM_DS216play_15047.pat,2017-02-21 00:00:00,209838080,95243286c138ae92b9c3bce2d2aca162f89dc453,7b3c2c03f2fcb9bf3244f6c00549f354
DS216+II,6.1-15047,https://global.download.synology.com/download/DSM/release/6.1/15047/DSM_DS216%2BII_15047.pat,DSM_DS216%2BII_15047.pat,2017-02-21 00:00:00,213309440,f3ac909ed4f1ab34e5abcb051a5d88f63466ef5a,a82e31cc1864c2525e69799c804d1f2d
DS213,6.1-15047,https://global.download.synology.com/download/DSM/release/6.1/15047/DSM_DS213_15047.pat,DSM_DS213_15047.pat,2017-02-21 00:00:00,182630400,8ccd78d08c0efb988e8b0ccd135544f946f3089c,e0f3346fc8a8c1ae9a91461fce73341e
DS216+,6.1-15047,https://global.download.synology.com/download/DSM/release/6.1/15047/DSM_DS216%2B_15047.pat,DSM_DS216%2B_15047.pat,2017-02-21 00:00:00,215961600,85cb58f2e2dc6e6f6a3c81f27ce67bd5c1747a4f,3988ce6333482a87dc2636634346d348
DS114,6.1-15047,https://global.download.synology.com/download/DSM/release/6.1/15047/DSM_DS114_15047.pat,DSM_DS114_15047.pat,2017-02-21 00:00:00,169973760,d9388fd7d01a1e5e44a07765439142804af264a9,e3f5da32d2484e2e866d5edb80ab5db8
DS713+,6.1-15047,https://global.download.synology.com/download/DSM/release/6.1/15047/DSM_DS713%2B_15047.pat,DSM_DS713%2B_15047.pat,2017-02-21 00:00:00,214200320,1a659e30f158ec32b672865b10267553b62ffb12,2a4514dbfc13dce2bdfa71840e3bb3ce
DS115,6.1-15047,https://global.download.synology.com/download/DSM/release/6.1/15047/DSM_DS115_15047.pat,DSM_DS115_15047.pat,2017-02-21 00:00:00,170895360,0f174135c986db87c512240059028820cd114620,103e51f75215d2ed90760d66c9e3c52f
DS213air,6.1-15047,https://global.download.synology.com/download/DSM/release/6.1/15047/DSM_DS213air_15047.pat,DSM_DS213air_15047.pat,2017-02-21 00:00:00,183521280,a57129c7afe6a5095c1551a90ee0f95aeacaf615,9b7b58d3f3b4993089360c89460a2c0b
DS115j,6.1-15047,https://global.download.synology.com/download/DSM/release/6.1/15047/DSM_DS115j_15047.pat,DSM_DS115j_15051.pat,2017-02-21 00:00:00,169994240,fae8048a246f666066fc8d38a3e79998e1b3bd1e,0267715249043ca15ba6b9bcafca8561
DS213j,6.1-15047,https://global.download.synology.com/download/DSM/release/6.1/15047/DSM_DS213j_15047.pat,DSM_DS213j_15047.pat,2017-02-21 00:00:00,170434560,7356fc4ce0b2c18f367e6274926de7c57f011abc,ee7bc79d3c69ccd5426da8c094e37400
DS209,4.2-3256,https://global.download.synology.com/download/DSM/release/4.2/3256/DSM_DS209_3256.pat,DSM_DS209_3256.pat,2016-05-06 00:00:00,110919680,315096e29949a12409ada3a51d4cebc5d0b315c3,d5ce2441c814e1036cb475243d6deb3c
DS209+,4.2-3256,https://global.download.synology.com/download/DSM/release/4.2/3256/DSM_DS209%2B_3256.pat,DSM_DS209%2B_3256.pat,2016-05-06 00:00:00,113244160,51c46a61c95439bfc95a5330a707971378a4d8fb,c00ab095f7672d88aa726a489013cbc4
DS212,6.1-15047,https://global.download.synology.com/download/DSM/release/6.1/15047/DSM_DS212_15047.pat,DSM_DS212_15047.pat,2017-02-21 00:00:00,180142080,27830ae1e4e7f042d59d96eb77ddc7379cba1913,604e1d8fa1bb89764e11e274394aac35
DS212+,6.1-15047,https://global.download.synology.com/download/DSM/release/6.1/15047/DSM_DS212%2B_15047.pat,DSM_DS212%2B_15047.pat,2017-02-21 00:00:00,180152320,51439023c2045b94574219e3fc1d07133da46801,d9d6b3087d1380b20233c51eda6e9f65
DS212j,6.1-15047,https://global.download.synology.com/download/DSM/release/6.1/15047/DSM_DS212j_15047.pat,DSM_DS212j_15047.pat,2017-02-21 00:00:00,180613120,b6539bb0b028b1a6c6577a73d9f33043bbaf4591,7f4bd2e579b5e08237a925aa5ccfa1f2
RS-406,2.0-0731,https://global.download.synology.com/download/DSM/release/2.0/0731/DSM_RS-406_0731.zip,DSM_RS-406_0731.zip,2009-01-19 00:00:00,76063296,2f7d7539f4fe931cbb1c0712171fbdd0aa503e0d,78e296e848d91ef49f508e24d8519692
DS209+II,4.2-3256,https://global.download.synology.com/download/DSM/release/4.2/3256/DSM_DS209%2BII_3256.pat,DSM_DS209%2BII_3256.pat,2016-05-06 00:00:00,113244160,c642a2cd367aefbd63d8f4c90ca4295cf66d44bb,8559a759cd0ef5a25559d717ff6a90b4
DS209j,4.2-3256,https://global.download.synology.com/download/DSM/release/4.2/3256/DSM_DS209j_3256.pat,DSM_DS209j_3256.pat,2016-05-06 00:00:00,140195840,cd4c3fb162ca9bdca649d9ef14530735c0dae9e8,d3cca19adeb4f68ddbb211abf05a7711
RS409+,4.2-3256,https://global.download.synology.com/download/DSM/release/4.2/3256/DSM_RS409%2B_3256.pat,DSM_RS409%2B_3256.pat,2016-05-06 00:00:00,113244160,6c62ee269b76ec7b6a9e532ae414525690c083b0,8012996adec8a6d356f8b02a528c982c
RS409,4.2-3256,https://global.download.synology.com/download/DSM/release/4.2/3256/DSM_RS409_3256.pat,DSM_RS409_3256.pat,2016-05-06 00:00:00,110929920,751135cebb45b549bc31974b972392b310b98096,67ff5dbb11db97d9565b91853842968c
RS409RP+,4.2-3256,https://global.download.synology.com/download/DSM/release/4.2/3256/DSM_RS409RP%2B_3256.pat,DSM_RS409RP%2B_3256.pat,2016-05-06 00:00:00,113233920,f720853fcf5c00ec6f6a35481dfa1df0d91f118c,43d9d03ce924e3223f9f0433cf0c965d
DS211,6.1-15047,https://global.download.synology.com/download/DSM/release/6.1/15047/DSM_DS211_15047.pat,DSM_DS211_15047.pat,2017-02-21 00:00:00,180152320,9a294466c02a0b3e7f0a3023a40e533d06f64d2b,32f1b4e4da306e07ecb4c2a0c974abe0
DS211+,6.1-15047,https://global.download.synology.com/download/DSM/release/6.1/15047/DSM_DS211%2B_15047.pat,DSM_DS211%2B_15047.pat,2017-02-21 00:00:00,180152320,ae2ade7c90fe73c0627a95b14162486457ce57d8,e58bc7ab39a4d64510a16422362bee72
DS207+,3.1-1639,https://global.download.synology.com/download/DSM/release/3.1/1639/DSM_DS207%2B_1639.pat,DSM_DS207%2B_1639.pat,2014-09-10 00:00:00,159129600,706d74c2ce63a5fbbcfce1e27983b835d63e857a,67c05f21038188e1bb324fecfcb2a8aa
DS211j,6.1-15047,https://global.download.synology.com/download/DSM/release/6.1/15047/DSM_DS211j_15047.pat,DSM_DS211j_15047.pat,2017-02-21 00:00:00,180152320,08782952d4c60dc8400d0a9ce60b37a4b7d97c4c,78fa6e6172c18f912c7bc65a2edb7566
DS207,3.1-1639,https://global.download.synology.com/download/DSM/release/3.1/1639/DSM_DS207_1639.pat,DSM_DS207_1639.pat,2014-09-10 00:00:00,162611200,a510728bdfac15e2836d5105bedb84d85d23dea9,743be18a901d395a2f5f53766721edc8
DS210+,5.2-5967,https://global.download.synology.com/download/DSM/release/5.2/5967/DSM_DS210%2B_5967.pat,DSM_DS210%2B_5967.pat,2016-04-28 00:00:00,168458240,d3d298a8303cb736533ca77325d856dcc7c0e0e5,edc75efb1a9911e1e1768ab604bd31f6
RS408,4.0-2265,https://global.download.synology.com/download/DSM/release/4.0/2265/DSM_RS408_2265.pat,DSM_RS408_2265.pat,2014-09-10 00:00:00,131287040,7d4bd69ebf3b202e7b8fe596531b813b106f97ae,c21c9cd7b5cf38da123dd25984c1356d
DS210j,5.2-5967,https://global.download.synology.com/download/DSM/release/5.2/5967/DSM_DS210j_5967.pat,DSM_DS210j_5967.pat,2016-04-28 00:00:00,168366080,d9ff2d49af4300ed5c7f6463d802459cf3142c6d,17216448ada2c0c08d366b73d65a80de
RS408RP,4.0-2265,https://global.download.synology.com/download/DSM/release/4.0/2265/DSM_RS408RP_2265.pat,DSM_RS408RP_2265.pat,2014-09-10 00:00:00,131297280,63894231af46826121e661fa51b98e3a1fec8716,d77cb76f49b21ca23f1c424dac0ced92
DS710+,5.2-5967,https://global.download.synology.com/download/DSM/release/5.2/5967/DSM_DS710%2B_5967.pat,DSM_DS710%2B_5967.pat,2016-04-28 00:00:00,195194880,e224d00e4f10d3de5aa9266aa4e42846df11f9e1,691be2c96610578493727a2ebe83a944
DS712+,6.1-15047,https://global.download.synology.com/download/DSM/release/6.1/15047/DSM_DS712%2B_15047.pat,DSM_DS712%2B_15047.pat,2017-02-21 00:00:00,200069120,c9a993868ee0041866cfd7aa0c49912008621450,243e72f02466def4af60902a04219dcd
RS814,6.1-15047,https://global.download.synology.com/download/DSM/release/6.1/15047/DSM_RS814_15047.pat,DSM_RS814_15047.pat,2017-02-21 00:00:00,170844160,4bd711c73c1b3f65794390a3440cb48ff953f09e,2b6eafc7b744041174830133897c6202
RS816,6.1-15047,https://global.download.synology.com/download/DSM/release/6.1/15047/DSM_RS816_15047.pat,DSM_RS816_15047.pat,2017-02-21 00:00:00,189491200,adc2fcf321d260f23dbb4fccd21f0ba36a465786,fecbff8667276d2be0441d0ca9241124
RS815,6.1-15047,https://global.download.synology.com/download/DSM/release/6.1/15047/DSM_RS815_15047.pat,DSM_RS815_15047.pat,2017-02-21 00:00:00,170844160,6bd835558d6bd4ffc007eee16796c0119b4c31fc,675616548b4e8915d60f96a8007c82fd
RS411,6.1-15047,https://global.download.synology.com/download/DSM/release/6.1/15047/DSM_RS411_15047.pat,DSM_RS411_15047.pat,2017-02-21 00:00:00,180152320,ee67f314ccfe93939387537564d9f2be1fa4686a,4f9ceefbc87232355f7552343e161c2f
RS407,3.1-1639,https://global.download.synology.com/download/DSM/release/3.1/1639/DSM_RS407_1639.pat,DSM_RS407_1639.pat,2014-09-10 00:00:00,159139840,0180bee7b10e41265667490e2db2b05b00d07763,b7f6c4ee81c5e8098ce5c198a83358fa
RS812,6.1-15047,https://global.download.synology.com/download/DSM/release/6.1/15047/DSM_RS812_15047.pat,DSM_RS812_15047.pat,2017-02-21 00:00:00,180142080,fa5464d7391e26a5d13742cedae10ae3d42df491,a18335fec75e319f8b65daa457e34eda
RS810+,5.2-5967,https://global.download.synology.com/download/DSM/release/5.2/5967/DSM_RS810%2B_5967.pat,DSM_RS810%2B_5967.pat,2016-04-28 00:00:00,195194880,a7d31e35ac4241e77be45aeee259af9b6cb17c08,f520d3af7e021112ac7cc8f9ae150b7d
RS810RP+,5.2-5967,https://global.download.synology.com/download/DSM/release/5.2/5967/DSM_RS810RP%2B_5967.pat,DSM_RS810RP%2B_5967.pat,2016-04-28 00:00:00,195184640,27392f75f2e1504d096cfe51c48d95978933a877,c7d00a0da3ec58d264c5e0b6bd9ec4b9
RS815RP+,6.1-15047,https://global.download.synology.com/download/DSM/release/6.1/15047/DSM_RS815RP%2B_15047.pat,DSM_RS815RP%2B_15047.pat,2017-02-21 00:00:00,223518720,8d98debea0f83650a0cd45c1c5b1c3978ce148bc,700f39a983bbfd2534840188f8b16d9f
CS-406,2.0-0731,https://global.download.synology.com/download/DSM/release/2.0/0731/DSM_CS-406_0731.zip,DSM_CS-406_0731.zip,2009-01-19 00:00:00,76057120,6a3393679d9c914dcfb6653350aec7a95c4756b6,c6f2c516e901998fec23f900b218f76e
RS814RP+,6.1-15047,https://global.download.synology.com/download/DSM/release/6.1/15047/DSM_RS814RP%2B_15047.pat,DSM_RS814RP%2B_15047.pat,2017-02-21 00:00:00,214200320,07431d60fe1d2693d7f1faf5921151d2cc0d86e9,22b9216678c308109e77030d783e9d0c
CS-406e,2.0-0731,https://global.download.synology.com/download/DSM/release/2.0/0731/DSM_CS-406e_0731.zip,DSM_CS-406e_0731.zip,2009-01-19 00:00:00,76058599,25cc7d9b3aaa35878500ac7316e7f87ca2c88185,e04fbd25a2aa049fa80eed5d829bd808
DS416,6.1-15047,https://global.download.synology.com/download/DSM/release/6.1/15047/DSM_DS416_15047.pat,DSM_DS416_15047.pat,2017-02-21 00:00:00,177879040,3548b7d2f9ca35bddca0c98656c071001d2e1df2,7ab0c5ad719fc25d7fea39e732811a81
RS814+,6.1-15047,https://global.download.synology.com/download/DSM/release/6.1/15047/DSM_RS814%2B_15047.pat,DSM_RS814%2B_15047.pat,2017-02-21 00:00:00,214200320,8b6c098a33729f7068b323819e6a25606c756b41,bf7156fe42a67355d2954a48531a9f45
RS812+,6.1-15047,https://global.download.synology.com/download/DSM/release/6.1/15047/DSM_RS812%2B_15047.pat,DSM_RS812%2B_15047.pat,2017-02-21 00:00:00,214200320,3dae437c28b24ab5d80ee0e2de731c2bcaf4e230,6c8784f6e99ab7482a1541cf83c26794
DS409,4.2-3256,https://global.download.synology.com/download/DSM/release/4.2/3256/DSM_DS409_3256.pat,DSM_DS409_3256.pat,2016-05-06 00:00:00,110940160,f5d7200c726e4fdee6a3ae8636304346838e383a,e02ccd91ebb8cf2f08a97d597f539f0e
