model,rev,fw_ver,fw_url,date,fsize,sha1,md5
A,DCS-6210,1.05,ftp://ftp.dlink.ca/PRODUCTS/dcs-6210/DCS-6210_REVA_FIRMWARE_1.05.00.bin,2015-10-26 00:00:00,,e07292f59176253ce3a750a363f2b77019e95c04,906a4e332dc8b4049c8713900d36952c
B,DCS-6113,2.02.04,ftp://ftp.dlink.ca/PRODUCTS/DCS-6113/DCS-6113_REVB_FIRMWARE_2.02.04.pkg,2015-10-15 00:00:00,,0bc6707267a2afe8775970e6f9c849b9a8c24f72,8cc85eb8bf47327054b77bade8d53819
A,DCS-6314,1.03,ftp://ftp.dlink.ca/PRODUCTS/DCS-6314/DCS-6314_REVA_FIRMWARE_1.03.00.bin,2015-10-15 00:00:00,,5d174ccd1066ad0ac827ccd7e4cd9740d12553cb,483bc526eb55246bb1ffe6be9ea64720
ALL,DCS-6510,1.00,ftp://ftp.dlink.ca/PRODUCTS/DCS-6510/DCS-6510_FIRMWARE_1.00.BIN,2013-05-01 00:00:00,,c5e2872af787b9689ac5dcdbf99f9c6adeb3c11e,1a89d5af107b0aa0dedbee90ced4389a
ALL,DCS-6112,1.20,ftp://ftp.dlink.ca/PRODUCTS/DCS-6112/DCS-6112_REVA_FIRMWARE_1.20.RAR,2013-05-01 00:00:00,,71035a4f5627abd40f0ed3910557a4731fd2e968,c314a200b016445189d1802fbf3a5eca
ALL,DCS-6511,1.16,ftp://ftp.dlink.ca/PRODUCTS/DCS-6511/DCS-6511_REVA_FIRMWARE_1.16.bin,2015-10-15 00:00:00,,94cca925075611de6934b8c6539d1cd3c5223be4,f516b7bd699df46d04cdfaea508ee825
A,DCS-6513,1.04,ftp://ftp.dlink.ca/PRODUCTS/DCS-6513/DCS-6513_REVA_FIRMWARE_1.04.00.bin,2015-10-16 00:00:00,,c8d8cc566ea68c66f8d8992e151e53d5d2d48809,5084de6cb38665d03919a7f5f84dd210
A,DCS-6113,1.20,ftp://ftp.dlink.ca/PRODUCTS/DCS-6113/DCS-6113_REVA_FIRMWARE_1.20.RAR,2013-05-01 00:00:00,,71035a4f5627abd40f0ed3910557a4731fd2e968,c314a200b016445189d1802fbf3a5eca
A,DCS-6517,1.10.01,ftp://ftp.dlink.ca/PRODUCTS/DCS-6517/DCS-6517_REVA_FIRMWARE_1.10.01_WW.ZIP,2016-06-16 00:00:00,,b60189f56d9d3bf498b3a15aebcfe3954395bc29,efe3fe8bdf6187d6e8befdb760b85485
ALL,DCS-6620G,1.05,ftp://ftp.dlink.ca/PRODUCTS/DCS-6620G/DCS-6620G_FIRMWARE_1.05.PKG,2013-05-01 00:00:00,,1f91ce4f3160c27cef3f231ca468462945f9abf6,25590378c5b6ef59bb4db7ae96b810ce
ALL,DCS-7010L,1.07,ftp://ftp.dlink.ca/PRODUCTS/DCS-7010L/DCS-7010L_REVA_FIRMWARE_1.07.00.BIN,2015-10-16 00:00:00,,1863a3900fbc1a693af96cd67ba772f77a1908ab,1f39e4f76b2146203050606c7fdd4b56
B,DCS-7110,3.02.01,ftp://ftp.dlink.ca/PRODUCTS/DCS-7110/DCS-7110_REVB_FIRMWARE_3.02.01.pkg,2016-03-29 00:00:00,,87a57c4ce8e5c24bef6b0ef7fd6fc7f2dba2b301,b6d9851b144e0afcc7293b160a5fa6db
A,DCS-7110,2.10,ftp://ftp.dlink.ca/PRODUCTS/DCS-7110/DCS-7110_REVA_FIRMWARE_2.10.03.zip,2015-04-20 00:00:00,,7c9e73ba1e7fb7c336344bfac91249313068bc52,d71d8dffbfd9b6397d15c66185fa52be
A,DCS-7413,1.12,ftp://ftp.dlink.ca/PRODUCTS/dcs-7413/DCS-7413_REVA_FIRMWARE_1.12.00.bin,2015-10-26 00:00:00,,b2e1786caba1c37bcc20cc3e9ee7dbbf715335c9,7e8272008c803bcec98cb6fa30c78b4a
A,DCS-800L,1.01b03,ftp://ftp.dlink.ca/PRODUCTS/DCS-800L/DCS-800L_REVA_FIRMWRE_1.01.B3.BIN,2015-01-16 00:00:00,,c25dbac55e03681a9270d6de22b972e536a5d611,596422499b13c0e22d99a3157048e2a7
ALL,DCS-7513,1.12,ftp://ftp.dlink.ca/PRODUCTS/DCS-7513/DCS-7513_REVA_FIRMWARE_1.12.00.bin,2015-10-15 00:00:00,,2258f7b6ed7ac91ea4f795e380fa146a66397599,fb02c7120978d2fd04e2fe7a28c4c65e
A,DCS-7517,1.10.01,ftp://ftp.dlink.ca/PRODUCTS/DCS-7517/DCS-7517_REVA_FIRMWARE_1.10_WW.ZIP,2016-06-16 00:00:00,,aed365c3ac9c788e53e38c50bee3148dc716ca1d,01bc084c6f74bf8218169dfc183436f3
A,DCS-6915,1.11,ftp://ftp.dlink.ca/PRODUCTS/DCS-6915/DCS-6915_A1_V1.11.00,2016-01-29 00:00:00,,d9defed34a9e998f90bcb850a892d24934a77824,3844b63adcb1f72987c653953deb1193
A,DCS-850L,1.00,ftp://ftp.dlink.ca/PRODUCTS/DCS-850L/DCS-850L_FIRMWARE_100_B7.BIN,2015-01-28 00:00:00,,23a122c6cf3e6582bdb60df1279e62e13d96ae7d,71e42ae4998ee1092fcd22182988c957
B,DCS-6915,2.01.00,ftp://ftp.dlink.ca/PRODUCTS/DCS-6915/DCS-6915_REVB_FIRMWARE_2.01.00,2016-02-02 00:00:00,,1bc8ffdbcc9ca39391014a7b72e656172df56e71,790513bc01d6e013313b9c5f1cf9b1f2
A,DCS-900,2.51,ftp://ftp.dlink.ca/PRODUCTS/DCS-900/DCS-900_REVA_FIRMWARE_2.51.BIN,2013-05-01 00:00:00,,881f519cf0ec94e9f91205fc95a0467351d744ae,8270a7679afedb34a9e67c4970fe0acb
A,DCS-820L,1.02,ftp://ftp.dlink.ca/PRODUCTS/DCS-820L/DCS-820L_FIRMWARE_1.02.ZIP,2014-08-18 00:00:00,,314f0e5cf0ad9a3b30b91a8c5f8cb4590944a819,1513b632ca5f6d01ecb5bb675cdc26d5
B,DCS-900,3.22,ftp://ftp.dlink.ca/PRODUCTS/DCS-900/DCS-900_REVB_FIRMWARE_3.22.BIN,2013-05-01 00:00:00,,967c06adfa8bee6bc0909c08a91218478358c989,509690f11ffdd99eef9a892e628ed4aa
ALL,DCS-900W,2.51,ftp://ftp.dlink.ca/PRODUCTS/DCS-900W/DCS-900W_FIRMWARE_2.51.BIN,2013-05-01 00:00:00,,ffa1dc60381127e5a9039ebd5ac2f041fe01c8a7,c65a6e1343dea26c3a30396b17f8a785
ALL,DCS-920,1.04,ftp://ftp.dlink.ca/PRODUCTS/DCS-920/DCS-920_FIRMWARE_1.04.BIN,2013-05-01 00:00:00,,6d51812f8ba98d6d591e1e2fc5a8e6edfd6c47d4,6e7d0588fc617b1a2b3559aa74a85825
A,DCS-855L,1.00,ftp://ftp.dlink.ca/PRODUCTS/DCS-855L/DCS-855L_REVA_FIRMWARE_1.00_4312.BIN,2015-01-16 00:00:00,,39ebb5c042bfd54e9c620ad4347583a803cb0b19,fa06a3072aae18a25fd76a9b3ed141d5
A,DCS-930L,1.14,ftp://ftp.dlink.ca/PRODUCTS/DCS-930L/DCS-930L_FIRMWARE_1.14.02.BIN,2016-07-28 00:00:00,,4bbefc1d875c096a641630b8f82fead7b415e281,97a7c7fdb4a858e169cb09468bdf749e
B,DCS-930L,2.12,ftp://ftp.dlink.ca/PRODUCTS/DCS-930L/DCS-930L_REVB_FIRMWARE_2.12.01.BIN,2015-10-15 00:00:00,,e5c6c90e745be281b1b3c50f372e37240ffca4ae,1d9fa3a4f3c2f949f4486a199136a849
ALL,DCS-932L,1.13,ftp://ftp.dlink.ca/PRODUCTS/DCS-932L/DCS-932L_REVA_FIRMWARE_1.13.04.BIN,2016-07-28 00:00:00,,8c120110bd8cbc2a21283c6f4362f5c06339d6d8,02c6cd02e9299308ca1e086aecc732f1
ALL,DCS-931L,1.13,ftp://ftp.dlink.ca/PRODUCTS/DCS-931L/DCS-931L_REVA_FIRMWARE_1.13.05.BIN,2016-01-29 00:00:00,,96ea777d98119ed5592ae2bc14804fb9fea4f1a3,8039cd4d893fac831e2d037c400a136b
ALL,DCS-933L,1.13,ftp://ftp.dlink.ca/PRODUCTS/DCS-933L/DCS-933L_REVA_FIRMWARE_1.13.05.BIN,2016-01-29 00:00:00,,7bb23399e7c4434cd7723d27d7ced15264316453,bb889a21f1057c93b6fcfef40fa6b5a6
A,DCS-935L,1.09,ftp://ftp.dlink.ca/PRODUCTS/DCS-935L/DCS-935L_REVA_FIRMWARE_1.09.BIN,2016-08-18 00:00:00,,686bbace7146fa599fdb2f9461f7519ff25e35be,6ea3357af4577a8b7b4e0a182b63da61
ALL,DCS-950,1.08,ftp://ftp.dlink.ca/PRODUCTS/DCS-950/DCS-950_FIRMWARE_1.08,2013-05-01 00:00:00,,7a5014e2bfde69b6954097b204945176c4b803bf,a753d9cab3c7df0afda370828551eb02
ALL,DCS-950G,1.08,ftp://ftp.dlink.ca/PRODUCTS/DCS-950G/DCS-950G_FIRMWARE_1.08,2013-05-01 00:00:00,,d9898dc838d59d935efc687f6bfb5126068e4261,312309b2ec120f99b73839952ba9ad2e
A,DCS-942L,1.26,ftp://ftp.dlink.ca/PRODUCTS/DCS-942L/DCS-942L_REVA_FIRMWARE_1.26.ZIP,2015-10-15 00:00:00,,3cc3175f57fef8c1c99aefd8a4581bff5a7723a7,79aef862ab9c93fc6adee305e5bfdc95
A,DCS-936L,1.03,ftp://ftp.dlink.ca/PRODUCTS/DCS-936L/DCS-936L_REVA_FIRMWARE_1.03_BETA.BIN,2016-08-26 00:00:00,,25bf2529933405e1f8dd321b9c587753de8799f3,5012f6869f9ca90e67f0ddd6e1c6c3c7
A,DCS-936L,1.01,ftp://ftp.dlink.ca/PRODUCTS/DCS-936L/DCS-936L_REVA_FIRMWARE_1.01.05.BIN,2016-06-28 00:00:00,,972a792d40a6e0f5cd20f71be3c28dd4903a56bd,d68a51af06b02b380337357ecda50bea
B,DCS-942L,2.10,ftp://ftp.dlink.ca/PRODUCTS/DCS-942L/DCS-942L_REVB_FIRMWARE_2.10.07.ZIP,2016-03-18 00:00:00,,d909d7a86ad841f5ede87045ba5dc3049b2f96a9,265423b1167a945cb3a41699e3f92bc3
A,DCS-960L,1.03,ftp://ftp.dlink.ca/PRODUCTS/DCS-960L/DCS-960L_REVA_FIRMWARE_1.03.BIN,2016-04-11 00:00:00,,daa3daec96d8113c0ca7e8d7023268f65e614de3,1e30b302cd0b99abb99148f2bd1f1608
A,DES-1210-28,2.02A005,ftp://ftp.dlink.ca/PRODUCTS/DES-1210-28/DES-1210-28_REVA_FIRMWARE_2.02A005.HEX,2013-05-01 00:00:00,,ec1bf88ad441bd533d3344a899c156a6022905cd,588a6f0a97fc8b958776466f48c675d2
C,DES-1210-28,4.10.004,ftp://ftp.dlink.ca/PRODUCTS/DES-1210-28/DES-1210-28_REVC_FIRMWARE_4.10.004.zip,2016-02-02 00:00:00,,20fec70ff756158b796e1f74e725f5ddd34b0a70,156a236db04ff49fe5854d7311030143
A,DES-1210-28P,2.05A005,ftp://ftp.dlink.ca/PRODUCTS/DES-1210-28P/DES-1210-28P_REVA_FIRMWARE_2.02.A005.HEX,2013-05-01 00:00:00,,f7759cbbab91b344e9d4d57c34d84546db608fc5,187bae0dbccef7f6aeb10ec0201ed5dc
B,DES-1210-28,3.12.015,ftp://ftp.dlink.ca/PRODUCTS/DES-1210-28/DES-1210-28_REVB_FIRMWARE_3.12.015.ZIP,2014-08-19 00:00:00,,e35a7735aa8f2f36552b5c61a01489afd096d453,7a2581eb68f6e692d4b289a6141787d4
C,DES-1210-28P,4.10.004,ftp://ftp.dlink.ca/PRODUCTS/DES-1210-28P/DES-1210-28P_REVC_FIRMWARE_4.10.004.zip,2016-02-02 00:00:00,,f0e82114697d133a023413afb7d4b1405c761b01,c7fe15c722dea3bdad6f9a114a8d1e6d
B,DES-1210-28P,3.12.015,ftp://ftp.dlink.ca/PRODUCTS/DES-1210-28P/DES-1210-28P_REVB_FIRMWARE_3.12.015.ZIP,2014-08-19 00:00:00,,ab8f748fe7f754b406e101d02ae326b638f392f2,16d552be4bd073ea4cd0aed4c625ba8e
A,DES-1210-52,2.05A005,ftp://ftp.dlink.ca/PRODUCTS/DES-1210-52/DES-1210-52_REVA_FIRMWARE_2.02.A005.HEX,2013-05-01 00:00:00,,0ccb9d84e49ef2cd1b7efb584e78331ce951a774,2c64e7cf692479017e6fd65610bc2a19
B,DES-1226G,3.00.13,ftp://ftp.dlink.ca/PRODUCTS/DES-1226G/DES-1226G_FIRMWARE_3.00.13.ZIP,2013-05-01 00:00:00,,b2a91bbb44e2cb0c817ba98e1500efbb6856e49d,ad7761de725863d857ac00cd80e7befa
B,DES-1210-52,3.12.015,ftp://ftp.dlink.ca/PRODUCTS/DES-1210-52/DES-1210-52_REVB_FIRMWARE_3.12.015.ZIP,2014-08-19 00:00:00,,a7850625935e150b2be0042792edb02922349180,48cf516c3debab06d1973ade59fca339
C,DES-1210-52,4.10.004,ftp://ftp.dlink.ca/PRODUCTS/DES-1210-52/DES-1210-52_REVC_FIRMWARE_4.10.004.zip,2016-02-02 00:00:00,,679b3cf9fe64cfd22c927a9e1d636894e94f8aae,ec08f6f2b5ffdfb4094d0215d0c8aee0
ALL,DES-1228,1.11.02,ftp://ftp.dlink.ca/PRODUCTS/DES-1228/DES-1228_FIRMWARE_11102.ZIP,2013-05-01 00:00:00,,e80de2c673ab34a4870550bec363589d6e0730f3,e0a6f50ed23b46bfe7ba927d29f64200
ALL,DES-1228P,1.31.02,ftp://ftp.dlink.ca/PRODUCTS/DES-1228P/DES-1228P_FIRMWARE_1.31.02.ZIP,2013-05-01 00:00:00,,e63a6e80d892787e0163c55b1f3e822db13fc54b,0b93b79d4784b0eab1b4973a1dd79f1a
ALL,DES-1228,1.11.01,ftp://ftp.dlink.ca/PRODUCTS/DES-1228/DES-1228_FIRMWARE_11101.ZIP,2013-05-01 00:00:00,,2500850ecec0c6d2a47415efdcd917e4efa57aa9,358e16face2cd3e1af7d4f092c3565d1
ALL,DES-1252,1.11.01,ftp://ftp.dlink.ca/PRODUCTS/DES-1252/DES-1252_FIRMWARE_1.11.01.ZIP,2013-05-01 00:00:00,,bb94b1fe56d1a4c2b27426427a10f0ed62c9ddd3,4d60067f130602d98ebc60b1729a6acb
ALL,DES-1316,1.01,ftp://ftp.dlink.ca/PRODUCTS/DES-1316/DES-1316_FIRMWARE_1.01.HEX,2013-05-01 00:00:00,,d673b21f943f400e6d74e6a81ad56131ef491b4f,16df8f9660a12430d27a39734a2b45b9
ALL,DES-3010FA,1.0.1.4,ftp://ftp.dlink.ca/PRODUCTS/DES-3010FA/DES-3010FA_FIRMWARE_1.0.1.4.ROS,2013-05-01 00:00:00,,e9b4b5b9e1aaf9419303ac03d2ae0becc610b8d3,cc4e93cfea913b36b64c31be90b93e90
ALL,DES-3010GA,1.0.1.4,ftp://ftp.dlink.ca/PRODUCTS/DES-3010GA/DES-3010GA_FIRMWARE_1.0.1.4.ROS,2013-05-01 00:00:00,,e9b4b5b9e1aaf9419303ac03d2ae0becc610b8d3,cc4e93cfea913b36b64c31be90b93e90
ALL,DES-3010PA,1.00.26,ftp://ftp.dlink.ca/PRODUCTS/DES-3010PA/DES-3010PA_FIRMWARE_1.00.26.ROS,2013-05-01 00:00:00,,e6894a8a7baf997964eb820a44226738bd144a5c,72159cd087ced70e6c892f90cf2a002b
A,DES-3028,2.00B27,ftp://ftp.dlink.ca/PRODUCTS/DES-3028/DES-3028_REVA_FIRMWARE_2.00B27.ZIP,2013-05-01 00:00:00,,6e4b4e1b5d4e239c216a938a97662032f3e2ad5e,6a512ea6ba7985498e6bda1d1c6856ce
A,DES-3028P,2.00B27,ftp://ftp.dlink.ca/PRODUCTS/DES-3028P/DES-3028P_REVA_FIRMWARE_2.00B27.ZIP,2013-05-01 00:00:00,,6e4b4e1b5d4e239c216a938a97662032f3e2ad5e,6a512ea6ba7985498e6bda1d1c6856ce
A,DES-3052,2.00B27,ftp://ftp.dlink.ca/PRODUCTS/DES-3052/DES-3052_REVA_FIRMWARE_2.00B27.ZIP,2013-05-01 00:00:00,,6e4b4e1b5d4e239c216a938a97662032f3e2ad5e,6a512ea6ba7985498e6bda1d1c6856ce
A,DES-3052P,2.00B27,ftp://ftp.dlink.ca/PRODUCTS/DES-3052P/DES-3052P_REVA_FIRMWARE_2.00B27.ZIP,2013-05-01 00:00:00,,6e4b4e1b5d4e239c216a938a97662032f3e2ad5e,6a512ea6ba7985498e6bda1d1c6856ce
C,DES-3200-28,4.00.024,ftp://ftp.dlink.ca/PRODUCTS/DES-3200-28/DES-3200-28_REVC_FIRMWARE_4.00.024.had,2013-05-16 00:00:00,,7b809d3164eeeb72ec8fa1714291460612da5481,e84491670a2a708b82813e3adac00462
C,DES-3200-28P,4.00.024,ftp://ftp.dlink.ca/PRODUCTS/DES-3200-28P/DES-3200-28P_REVC_FIRMWARE_4.00.024.had,2013-05-16 00:00:00,,7b809d3164eeeb72ec8fa1714291460612da5481,e84491670a2a708b82813e3adac00462
C,DES-3200-52,4.00.024,ftp://ftp.dlink.ca/PRODUCTS/DES-3200-52/DES-3200-52_REVC_FIRMWARE_4.00.024.had,2013-05-16 00:00:00,,7b809d3164eeeb72ec8fa1714291460612da5481,e84491670a2a708b82813e3adac00462
C,DES-3200-52P,4.00.024,ftp://ftp.dlink.ca/PRODUCTS/DES-3200-52P/DES-3200-52P_REVC_FIRMWARE_4.00.024.had,2013-05-16 00:00:00,,7b809d3164eeeb72ec8fa1714291460612da5481,e84491670a2a708b82813e3adac00462
ALL,DES-3250TG,3.00B09,ftp://ftp.dlink.ca/PRODUCTS/DES-3250TG/DES-3250TG_FIRMWARE_3.00B09.HAD,2013-05-01 00:00:00,,5b1a8e852b49ba9ced381f7ece9e2820b037f6bf,e9ee22a873cdf4250cb758322678cd24
ALL,DES-3350SR,3.02B12,ftp://ftp.dlink.ca/PRODUCTS/DES-3350SR/DES-3350SR_FIRMWARE_3.02B12.HAD,2013-05-01 00:00:00,,09c6575d75da84a6ee056b74de507a28c9adbda2,3ffb121f55d95877c9f30f61a0231f8c
ALL,DES-3526,5.01B65,ftp://ftp.dlink.ca/PRODUCTS/DES-3526/DES-3526_FIRMWARE_5.01B65.ZIP,2013-05-01 00:00:00,,3fe3d04d22856946fded8b8f22888857b5996330,296278140f009ec922a8c03e504fdac5
A,DES-3528,3.00.012,ftp://ftp.dlink.ca/PRODUCTS/DES-3528/DES-3528_REVA_FIRMWARE_3.00.012.HAD,2013-05-01 00:00:00,,f0938d88843b2ba09238d4d38dee951b3ed2c54d,3adcfaa6bf173334c170df5a6d5ed1aa
ALL,DES-3550,5.01B65,ftp://ftp.dlink.ca/PRODUCTS/DES-3550/DES-3550_FIRMWARE_5.01B65.ZIP,2013-05-01 00:00:00,,3a3378e8c2f1fa2752602bdaee7429eca5e7b2eb,1070c8b0b7be0ea46671377bff075f02
A,DES-3552,3.00.012,ftp://ftp.dlink.ca/PRODUCTS/DES-3552/DES-3552_REVA_FIRMWARE_3.00.012.HAD,2013-05-01 00:00:00,,f0938d88843b2ba09238d4d38dee951b3ed2c54d,3adcfaa6bf173334c170df5a6d5ed1aa
ALL,DES-3828,4.50B12,ftp://ftp.dlink.ca/PRODUCTS/DES-3828/DES-3828_FIRMWARE_4.50B12.HAD,2013-05-01 00:00:00,,04cb95a856102383691aa25e9952ec9ecd773fb7,9bd1d20460e5ee88ddda9046ae584906
ALL,DES-3828P,4.50B12,ftp://ftp.dlink.ca/PRODUCTS/DES-3828P/DES-3828P_FIRMWARE_4.50B12.HAD,2013-05-01 00:00:00,,04cb95a856102383691aa25e9952ec9ecd773fb7,9bd1d20460e5ee88ddda9046ae584906
ALL,DES-3852,4.50B12,ftp://ftp.dlink.ca/PRODUCTS/DES-3852/DES-3852_FIRMWARE_4.50B12.HAD,2013-05-01 00:00:00,,056d3b06e72932d2a5a9d41fdf27fc6e0187c6fc,fcdbbf964cdbc087a12f8a68944c1c1a
A,DFL-1100,1.34,ftp://ftp.dlink.ca/PRODUCTS/DFL-1100/DFL-1100_REVA_FIRMWARE_1.34.IMG,2013-05-01 00:00:00,,730d677fa42f5aec97152f56024aeecbb4e76cd3,bc25756acb87b34a921aacc756dfe4e3
A,DFL-200,1.34,ftp://ftp.dlink.ca/PRODUCTS/DFL-200/DFL-200_REVA_FIRMWARE_1.34.IMG,2013-05-01 00:00:00,,29b54756e19259c0635f074541da025fecd3ebf5,5156189d6a6ec169cb627046c3a302b7
A,DFL-210,2.20,ftp://ftp.dlink.ca/PRODUCTS/DFL-210/DFL-210_REVA_FIRMWARE_2.20.IMG,2013-05-01 00:00:00,,4bb94b271cc678b3336b1c2bdfa4075c2459cc86,679ef5ae3ab818801f3ec2e1660b9288
A,DFL-700,1.34,ftp://ftp.dlink.ca/PRODUCTS/DFL-700/DFL-700_REVA_FIRMWARE_1.34.IMG,2013-05-01 00:00:00,,f2ea0594f8ca3b1915dbfdda4af91ffd1cbd7132,ded238af57d01d9154e405c9803b0632
A,DFL-80,2.37,ftp://ftp.dlink.ca/PRODUCTS/DFL-80/DFL-80_REVA_FIRMWARE_2.37.IMG,2013-05-01 00:00:00,,1d1dc15d77d5d42b3535fd9163035181b4d3da2d,fa9156e9ddb7d752d515c7f6bebdfa62
A,DFL-800,2.20,ftp://ftp.dlink.ca/PRODUCTS/DFL-800/DFL-800_REVA_FIRMWARE_2.20.IMG,2013-05-01 00:00:00,,4a4cb87a738bd09c30d4098a62cd4e57edc27a06,f64c2f5765231702e43da10dbceee850
ALL,DGL-3420,1.03,ftp://ftp.dlink.ca/PRODUCTS/DGL-3420/DGL-3420_FIRMWARE_1.03.BIN,2013-05-01 00:00:00,,7f268a16d687b5776f50fad7526de57eac478a32,a8ca310cef0c4e8cfea4b6f1310210b1
A,DGL-4100,1.70,ftp://ftp.dlink.ca/PRODUCTS/DGL-4100/DGL-4100_REVA_FIRMWARE_1.70.BIN,2013-05-01 00:00:00,,87366385701f3857d82c35b0b666cb10054673ea,91cdf62aefd745d74562aa5eca48ba2b
A,DGL-4300,1.90,ftp://ftp.dlink.ca/PRODUCTS/DGL-4300/DGL-4300_REVA_FIRMWARE_1.90.BIN,2013-05-01 00:00:00,,847c4e15dd042f7ab137aff47f8cf3dce5c47bc9,54c937b821fa31f4aff838e986dbcb71
A,DGL-4500,1.23,ftp://ftp.dlink.ca/PRODUCTS/DGL-4500/DGL-4500_REVA_FIRMWARE_1.23.BIN,2013-05-01 00:00:00,,33dff642920431d9b5172dd1044f6f799eda4d01,5e1b977766f1cfb093d9288505a1b05c
